  itmf,  dt,  <f_i>,  <CW sin theta>,  <Current>,  <Lorenz force>
  2860, 5.624296E-05, 1.203572E-03, 7.501811E-01, 8.746739E+00, 1.083681E+03
  2870, 5.642831E-05, 1.205067E-03, 7.503780E-01, 8.754271E+00, 1.085417E+03
  2880, 5.628382E-05, 1.206208E-03, 7.500918E-01, 8.754743E+00, 1.084383E+03
  2890, 5.629657E-05, 1.207933E-03, 7.496951E-01, 8.753905E+00, 1.083200E+03
  2900, 5.627578E-05, 1.209310E-03, 7.494386E-01, 8.754542E+00, 1.082501E+03
  2910, 5.624514E-05, 1.210622E-03, 7.491036E-01, 8.754309E+00, 1.081491E+03
  2920, 5.627135E-05, 1.212169E-03, 7.488877E-01, 8.755724E+00, 1.081063E+03
  2930, 5.633383E-05, 1.213819E-03, 7.488348E-01, 8.759916E+00, 1.081566E+03
  2940, 5.635077E-05, 1.215282E-03, 7.488058E-01, 8.764102E+00, 1.081997E+03
  2950, 5.632002E-05, 1.216590E-03, 7.486360E-01, 8.766153E+00, 1.081658E+03
  2960, 5.632040E-05, 1.217880E-03, 7.484374E-01, 8.767718E+00, 1.081222E+03
  2970, 5.629612E-05, 1.219282E-03, 7.482305E-01, 8.769261E+00, 1.080749E+03
  2980, 5.639493E-05, 1.220760E-03, 7.484044E-01, 8.776709E+00, 1.082374E+03
  2990, 5.631043E-05, 1.221906E-03, 7.482416E-01, 8.778634E+00, 1.081901E+03
  3000, 5.617123E-05, 1.223276E-03, 7.475154E-01, 8.772614E+00, 1.078950E+03
  3010, 5.616283E-05, 1.224712E-03, 7.469171E-01, 8.768286E+00, 1.076709E+03
  3020, 5.626133E-05, 1.226445E-03, 7.465644E-01, 8.768054E+00, 1.075947E+03
  3030, 5.637450E-05, 1.227820E-03, 7.467230E-01, 8.774834E+00, 1.077399E+03
  3040, 5.633221E-05, 1.229317E-03, 7.465236E-01, 8.776455E+00, 1.076909E+03
  3050, 5.629284E-05, 1.230743E-03, 7.462306E-01, 8.776929E+00, 1.076104E+03
  3060, 5.627786E-05, 1.231924E-03, 7.460261E-01, 8.777937E+00, 1.075469E+03
  3070, 5.621007E-05, 1.233355E-03, 7.456285E-01, 8.776636E+00, 1.074086E+03
  3080, 5.624286E-05, 1.234831E-03, 7.454094E-01, 8.777993E+00, 1.073699E+03
  3090, 5.628638E-05, 1.236340E-03, 7.452879E-01, 8.780918E+00, 1.073803E+03
  3100, 5.629025E-05, 1.237712E-03, 7.451259E-01, 8.782670E+00, 1.073458E+03
  3110, 5.628878E-05, 1.239190E-03, 7.449545E-01, 8.784740E+00, 1.073244E+03
  3120, 5.631541E-05, 1.240601E-03, 7.448406E-01, 8.787456E+00, 1.073245E+03
  3130, 5.634294E-05, 1.242090E-03, 7.447880E-01, 8.791458E+00, 1.073680E+03
  3140, 5.640624E-05, 1.243543E-03, 7.449635E-01, 8.798446E+00, 1.075091E+03
  3150, 5.636202E-05, 1.244492E-03, 7.451222E-01, 8.804908E+00, 1.076162E+03
  3160, 5.630202E-05, 1.245660E-03, 7.449862E-01, 8.807342E+00, 1.075944E+03
  3170, 5.614865E-05, 1.247024E-03, 7.443086E-01, 8.801827E+00, 1.073087E+03
  3180, 5.614500E-05, 1.248520E-03, 7.436748E-01, 8.797194E+00, 1.070802E+03
  3190, 5.621190E-05, 1.249763E-03, 7.433130E-01, 8.796152E+00, 1.069729E+03
  3200, 5.634165E-05, 1.251356E-03, 7.434817E-01, 8.803062E+00, 1.071297E+03
  3210, 5.636744E-05, 1.252798E-03, 7.436150E-01, 8.809613E+00, 1.072560E+03
  3220, 5.634035E-05, 1.254152E-03, 7.436277E-01, 8.813841E+00, 1.072876E+03
  3230, 5.623164E-05, 1.255069E-03, 7.432502E-01, 8.812699E+00, 1.071515E+03
  3240, 5.627053E-05, 1.256501E-03, 7.430139E-01, 8.813695E+00, 1.071028E+03
  3250, 5.642403E-05, 1.258019E-03, 7.431469E-01, 8.820354E+00, 1.072550E+03
  3260, 5.630970E-05, 1.259471E-03, 7.429762E-01, 8.822207E+00, 1.072089E+03
  3270, 5.618554E-05, 1.260552E-03, 7.425431E-01, 8.819991E+00, 1.070334E+03
  3280, 5.622070E-05, 1.261944E-03, 7.422705E-01, 8.820427E+00, 1.069686E+03
  3290, 5.637573E-05, 1.263213E-03, 7.423282E-01, 8.825534E+00, 1.070671E+03
  3300, 5.641951E-05, 1.264494E-03, 7.424789E-01, 8.831787E+00, 1.071864E+03
  3310, 5.652594E-05, 1.265851E-03, 7.428904E-01, 8.842450E+00, 1.074587E+03
  3320, 5.629945E-05, 1.266989E-03, 7.427854E-01, 8.845052E+00, 1.074144E+03
  3330, 5.610048E-05, 1.267841E-03, 7.419978E-01, 8.837614E+00, 1.070649E+03
  3340, 5.607077E-05, 1.269210E-03, 7.411550E-01, 8.829827E+00, 1.067340E+03
  3350, 5.610753E-05, 1.270628E-03, 7.404960E-01, 8.824627E+00, 1.064956E+03
  3360, 5.610790E-05, 1.272223E-03, 7.399124E-01, 8.820476E+00, 1.062824E+03
  3370, 5.621599E-05, 1.273663E-03, 7.397056E-01, 8.822242E+00, 1.062809E+03
  3380, 5.634423E-05, 1.275410E-03, 7.398085E-01, 8.828329E+00, 1.064120E+03
  3390, 5.631008E-05, 1.276484E-03, 7.400671E-01, 8.835409E+00, 1.065511E+03
  3400, 5.632009E-05, 1.277692E-03, 7.401707E-01, 8.840826E+00, 1.066417E+03
  3410, 5.657334E-05, 1.279245E-03, 7.406533E-01, 8.852381E+00, 1.069432E+03
  3420, 5.662106E-05, 1.280526E-03, 7.414715E-01, 8.868689E+00, 1.073703E+03
  3430, 5.631001E-05, 1.281248E-03, 7.413357E-01, 8.870460E+00, 1.072969E+03
  3440, 5.619070E-05, 1.281908E-03, 7.411165E-01, 8.871411E+00, 1.072407E+03
  3450, 5.657236E-05, 1.283291E-03, 7.417631E-01, 8.884798E+00, 1.076265E+03
  3460, 5.620187E-05, 1.283909E-03, 7.410179E-01, 8.878278E+00, 1.072907E+03
  3470, 5.610521E-05, 1.285291E-03, 7.402166E-01, 8.871261E+00, 1.069786E+03
  3480, 5.619249E-05, 1.286279E-03, 7.396715E-01, 8.867348E+00, 1.067825E+03
  3490, 5.620463E-05, 1.288069E-03, 7.391580E-01, 8.864965E+00, 1.066408E+03
  3500, 5.637505E-05, 1.289655E-03, 7.394516E-01, 8.873715E+00, 1.068650E+03
  3510, 5.622525E-05, 1.290379E-03, 7.389430E-01, 8.869458E+00, 1.066155E+03
  3520, 5.620951E-05, 1.291799E-03, 7.386297E-01, 8.869144E+00, 1.065303E+03
  3530, 5.616269E-05, 1.292856E-03, 7.381389E-01, 8.866086E+00, 1.063455E+03
  3540, 5.613478E-05, 1.294247E-03, 7.376793E-01, 8.863985E+00, 1.061980E+03
  3550, 5.621441E-05, 1.295456E-03, 7.373904E-01, 8.863570E+00, 1.061111E+03
  3560, 5.617205E-05, 1.296911E-03, 7.369747E-01, 8.862111E+00, 1.059828E+03
  3570, 5.636390E-05, 1.298588E-03, 7.368825E-01, 8.864901E+00, 1.060115E+03
  3580, 5.642369E-05, 1.300000E-03, 7.373806E-01, 8.876345E+00, 1.063093E+03
  3590, 5.616260E-05, 1.300887E-03, 7.368872E-01, 8.872533E+00, 1.060739E+03
  3600, 5.619098E-05, 1.302301E-03, 7.364659E-01, 8.870954E+00, 1.059444E+03
  3610, 5.646740E-05, 1.304036E-03, 7.367474E-01, 8.879737E+00, 1.061887E+03
  3620, 5.638285E-05, 1.305144E-03, 7.365000E-01, 8.879585E+00, 1.060785E+03
  3630, 5.632113E-05, 1.306111E-03, 7.369409E-01, 8.889515E+00, 1.063161E+03
  3640, 5.629167E-05, 1.307447E-03, 7.369577E-01, 8.893866E+00, 1.063664E+03
  3650, 5.627905E-05, 1.308604E-03, 7.368140E-01, 8.896352E+00, 1.063614E+03
  3660, 5.629034E-05, 1.309406E-03, 7.366911E-01, 8.898923E+00, 1.063738E+03
  3670, 5.616880E-05, 1.310297E-03, 7.363612E-01, 8.897911E+00, 1.062451E+03
  3680, 5.642457E-05, 1.311954E-03, 7.362915E-01, 8.900739E+00, 1.062790E+03
  3690, 5.620971E-05, 1.312998E-03, 7.359651E-01, 8.899841E+00, 1.061519E+03
  3700, 5.637161E-05, 1.314243E-03, 7.361524E-01, 8.906875E+00, 1.063157E+03
  3710, 5.666242E-05, 1.315790E-03, 7.367475E-01, 8.919888E+00, 1.067066E+03
  3720, 5.640458E-05, 1.316659E-03, 7.368947E-01, 8.924940E+00, 1.067453E+03
  3730, 5.638975E-05, 1.317678E-03, 7.372236E-01, 8.933925E+00, 1.069496E+03
  3740, 5.628162E-05, 1.318131E-03, 7.372540E-01, 8.938490E+00, 1.070018E+03
  3750, 5.638537E-05, 1.319301E-03, 7.374731E-01, 8.945108E+00, 1.071457E+03
  3760, 5.621987E-05, 1.320335E-03, 7.368684E-01, 8.940707E+00, 1.069055E+03
  3770, 5.626460E-05, 1.321358E-03, 7.367382E-01, 8.943412E+00, 1.069211E+03
  3780, 5.634983E-05, 1.322117E-03, 7.369962E-01, 8.950460E+00, 1.070885E+03
  3790, 5.627491E-05, 1.323341E-03, 7.366234E-01, 8.949936E+00, 1.069860E+03
  3800, 5.621163E-05, 1.324135E-03, 7.362030E-01, 8.947184E+00, 1.068031E+03
  3810, 5.629415E-05, 1.325267E-03, 7.359645E-01, 8.948250E+00, 1.067880E+03
  3820, 5.636336E-05, 1.326487E-03, 7.360441E-01, 8.953485E+00, 1.068897E+03
  3830, 5.619012E-05, 1.327385E-03, 7.353824E-01, 8.947468E+00, 1.065853E+03
  3840, 5.602318E-05, 1.328461E-03, 7.345510E-01, 8.939837E+00, 1.062527E+03
  3850, 5.607175E-05, 1.329654E-03, 7.339985E-01, 8.936405E+00, 1.060764E+03
  3860, 5.621115E-05, 1.330807E-03, 7.336945E-01, 8.935333E+00, 1.059897E+03
  3870, 5.634669E-05, 1.332606E-03, 7.336713E-01, 8.939419E+00, 1.060704E+03
  3880, 5.630336E-05, 1.333612E-03, 7.336352E-01, 8.942125E+00, 1.060717E+03
  3890, 5.640065E-05, 1.335052E-03, 7.338299E-01, 8.949422E+00, 1.062627E+03
  3900, 5.622182E-05, 1.335818E-03, 7.334602E-01, 8.947280E+00, 1.060746E+03
  3910, 5.625393E-05, 1.337004E-03, 7.334149E-01, 8.950481E+00, 1.061022E+03
  3920, 5.633442E-05, 1.338409E-03, 7.334589E-01, 8.955218E+00, 1.061955E+03
  3930, 5.624285E-05, 1.339411E-03, 7.333124E-01, 8.956820E+00, 1.061545E+03
  3940, 5.628521E-05, 1.340022E-03, 7.332892E-01, 8.959713E+00, 1.061768E+03
  3950, 5.653386E-05, 1.341627E-03, 7.339346E-01, 8.973638E+00, 1.065935E+03
  3960, 5.622237E-05, 1.342506E-03, 7.333203E-01, 8.968385E+00, 1.062982E+03
  3970, 5.612480E-05, 1.343497E-03, 7.330208E-01, 8.967708E+00, 1.061860E+03
  3980, 5.619810E-05, 1.344958E-03, 7.329444E-01, 8.970271E+00, 1.062052E+03
  3990, 5.670329E-05, 1.346012E-03, 7.339248E-01, 8.988214E+00, 1.067715E+03
  4000, 5.671444E-05, 1.347005E-03, 7.347131E-01, 9.002872E+00, 1.071691E+03
  4010, 5.648992E-05, 1.348003E-03, 7.351729E-01, 9.013966E+00, 1.074336E+03
  4020, 5.641673E-05, 1.348513E-03, 7.349080E-01, 9.013682E+00, 1.073239E+03
  4030, 5.642109E-05, 1.349905E-03, 7.349714E-01, 9.019011E+00, 1.074255E+03
  4040, 5.648901E-05, 1.349934E-03, 7.352008E-01, 9.025493E+00, 1.075556E+03
  4050, 5.642846E-05, 1.351021E-03, 7.350758E-01, 9.028294E+00, 1.075703E+03
  4060, 5.643143E-05, 1.351688E-03, 7.348964E-01, 9.029424E+00, 1.075381E+03
  4070, 5.642023E-05, 1.352987E-03, 7.352157E-01, 9.037865E+00, 1.077319E+03
  4080, 5.638396E-05, 1.353137E-03, 7.352546E-01, 9.041532E+00, 1.077662E+03
  4090, 5.651384E-05, 1.354279E-03, 7.356332E-01, 9.051337E+00, 1.080247E+03
  4100, 5.643398E-05, 1.355574E-03, 7.357745E-01, 9.057523E+00, 1.081560E+03
  4110, 5.623700E-05, 1.355724E-03, 7.351348E-01, 9.052047E+00, 1.078618E+03
  4120, 5.632049E-05, 1.356518E-03, 7.349574E-01, 9.053560E+00, 1.078562E+03
  4130, 5.646558E-05, 1.357547E-03, 7.351519E-01, 9.059825E+00, 1.080105E+03
  4140, 5.624124E-05, 1.358282E-03, 7.345633E-01, 9.054871E+00, 1.077498E+03
  4150, 5.647192E-05, 1.359257E-03, 7.349959E-01, 9.064828E+00, 1.080262E+03
  4160, 5.631752E-05, 1.360427E-03, 7.346841E-01, 9.064170E+00, 1.079069E+03
  4170, 5.631085E-05, 1.361208E-03, 7.339361E-01, 9.057144E+00, 1.076130E+03
  4180, 5.605676E-05, 1.361965E-03, 7.327298E-01, 9.043618E+00, 1.070906E+03
  4190, 5.615776E-05, 1.363009E-03, 7.322702E-01, 9.040672E+00, 1.069530E+03
  4200, 5.645303E-05, 1.364267E-03, 7.320897E-01, 9.041920E+00, 1.069509E+03
  4210, 5.636344E-05, 1.365507E-03, 7.322470E-01, 9.048209E+00, 1.070927E+03
  4220, 5.637506E-05, 1.366806E-03, 7.321766E-01, 9.050640E+00, 1.070948E+03
  4230, 5.610297E-05, 1.367094E-03, 7.315083E-01, 9.044383E+00, 1.067889E+03
  4240, 5.621693E-05, 1.368465E-03, 7.312448E-01, 9.044001E+00, 1.067211E+03
  4250, 5.642089E-05, 1.369794E-03, 7.316936E-01, 9.053916E+00, 1.069984E+03
  4260, 5.640866E-05, 1.370580E-03, 7.317194E-01, 9.057131E+00, 1.070126E+03
  4270, 5.644145E-05, 1.371662E-03, 7.318732E-01, 9.063687E+00, 1.071807E+03
  4280, 5.637421E-05, 1.372646E-03, 7.320498E-01, 9.070261E+00, 1.073045E+03
  4290, 5.624934E-05, 1.373525E-03, 7.316300E-01, 9.067448E+00, 1.071302E+03
  4300, 5.612412E-05, 1.374558E-03, 7.310497E-01, 9.061945E+00, 1.068668E+03
  4310, 5.632904E-05, 1.375961E-03, 7.310981E-01, 9.066847E+00, 1.069848E+03
  4320, 5.613225E-05, 1.376296E-03, 7.302864E-01, 9.057803E+00, 1.065796E+03
  4330, 5.628271E-05, 1.377778E-03, 7.300683E-01, 9.059499E+00, 1.066086E+03
  4340, 5.632112E-05, 1.378282E-03, 7.299391E-01, 9.060176E+00, 1.065640E+03
  4350, 5.640765E-05, 1.380017E-03, 7.308119E-01, 9.076380E+00, 1.070378E+03
  4360, 5.620414E-05, 1.380818E-03, 7.301135E-01, 9.069980E+00, 1.067307E+03
  4370, 5.629614E-05, 1.382033E-03, 7.299565E-01, 9.071491E+00, 1.067340E+03
  4380, 5.632176E-05, 1.383039E-03, 7.298933E-01, 9.073797E+00, 1.067454E+03
  4390, 5.650163E-05, 1.384068E-03, 7.304737E-01, 9.085669E+00, 1.070858E+03
  4400, 5.639754E-05, 1.385188E-03, 7.301901E-01, 9.085596E+00, 1.069852E+03
  4410, 5.624845E-05, 1.385769E-03, 7.298534E-01, 9.083106E+00, 1.068057E+03
  4420, 5.620450E-05, 1.386311E-03, 7.295688E-01, 9.082516E+00, 1.067252E+03
  4430, 5.617147E-05, 1.387778E-03, 7.286880E-01, 9.074231E+00, 1.063986E+03
  4440, 5.605965E-05, 1.388479E-03, 7.281112E-01, 9.068873E+00, 1.061471E+03
  4450, 5.632740E-05, 1.390009E-03, 7.280800E-01, 9.071877E+00, 1.062112E+03
  4460, 5.636773E-05, 1.391019E-03, 7.281383E-01, 9.076325E+00, 1.062931E+03
  4470, 5.617978E-05, 1.391736E-03, 7.277601E-01, 9.074548E+00, 1.061502E+03
  4480, 5.612637E-05, 1.392532E-03, 7.270981E-01, 9.067893E+00, 1.058581E+03
  4490, 5.612264E-05, 1.394139E-03, 7.267161E-01, 9.066035E+00, 1.057393E+03
  4500, 5.604206E-05, 1.394892E-03, 7.260683E-01, 9.059635E+00, 1.054530E+03
  4510, 5.631248E-05, 1.396347E-03, 7.261166E-01, 9.064331E+00, 1.055737E+03
  4520, 5.621889E-05, 1.397468E-03, 7.260397E-01, 9.066725E+00, 1.055873E+03
  4530, 5.616569E-05, 1.398550E-03, 7.258116E-01, 9.066155E+00, 1.054956E+03
  4540, 5.618345E-05, 1.399774E-03, 7.252133E-01, 9.061353E+00, 1.052652E+03
  4550, 5.615004E-05, 1.400930E-03, 7.250282E-01, 9.061678E+00, 1.052199E+03
  4560, 5.608467E-05, 1.402198E-03, 7.244159E-01, 9.056476E+00, 1.049701E+03
  4570, 5.621878E-05, 1.402965E-03, 7.242570E-01, 9.057251E+00, 1.049438E+03
  4580, 5.606597E-05, 1.403929E-03, 7.237362E-01, 9.053023E+00, 1.047310E+03
  4590, 5.621417E-05, 1.405813E-03, 7.237435E-01, 9.056449E+00, 1.047951E+03
  4600, 5.619473E-05, 1.406628E-03, 7.236465E-01, 9.058813E+00, 1.048152E+03
  4610, 5.612649E-05, 1.407673E-03, 7.232881E-01, 9.056504E+00, 1.046581E+03
  4620, 5.614292E-05, 1.408403E-03, 7.230812E-01, 9.057075E+00, 1.046218E+03
  4630, 5.611843E-05, 1.409742E-03, 7.227493E-01, 9.055538E+00, 1.045082E+03
  4640, 5.616826E-05, 1.410710E-03, 7.229331E-01, 9.061367E+00, 1.046475E+03
  4650, 5.618973E-05, 1.412080E-03, 7.227258E-01, 9.062001E+00, 1.046000E+03
  4660, 5.624183E-05, 1.412836E-03, 7.227406E-01, 9.064811E+00, 1.046369E+03
  4670, 5.631710E-05, 1.414148E-03, 7.227979E-01, 9.069453E+00, 1.047322E+03
  4680, 5.627485E-05, 1.415087E-03, 7.228209E-01, 9.073236E+00, 1.047874E+03
  4690, 5.629765E-05, 1.415818E-03, 7.228680E-01, 9.077126E+00, 1.048561E+03
  4700, 5.628272E-05, 1.416904E-03, 7.228867E-01, 9.080825E+00, 1.049077E+03
  4710, 5.631436E-05, 1.417715E-03, 7.230479E-01, 9.085426E+00, 1.049993E+03
  4720, 5.632259E-05, 1.418991E-03, 7.231364E-01, 9.090164E+00, 1.050869E+03
  4730, 5.633090E-05, 1.419651E-03, 7.232492E-01, 9.095032E+00, 1.051809E+03
  4740, 5.633431E-05, 1.420458E-03, 7.233673E-01, 9.099633E+00, 1.052678E+03
  4750, 5.634306E-05, 1.421322E-03, 7.234449E-01, 9.104375E+00, 1.053591E+03
  4760, 5.635103E-05, 1.422125E-03, 7.235671E-01, 9.109263E+00, 1.054535E+03
  4770, 5.635760E-05, 1.423027E-03, 7.236459E-01, 9.114170E+00, 1.055470E+03
  4780, 5.638065E-05, 1.423672E-03, 7.238360E-01, 9.119718E+00, 1.056677E+03
  4790, 5.637308E-05, 1.424203E-03, 7.239570E-01, 9.124751E+00, 1.057673E+03
  4800, 5.636962E-05, 1.425164E-03, 7.240365E-01, 9.129318E+00, 1.058482E+03
  4810, 5.637260E-05, 1.425932E-03, 7.241422E-01, 9.133757E+00, 1.059321E+03
  4820, 5.637657E-05, 1.426596E-03, 7.241916E-01, 9.138320E+00, 1.060149E+03
  4830, 5.638078E-05, 1.427446E-03, 7.242602E-01, 9.142810E+00, 1.060967E+03
  4840, 5.638467E-05, 1.428006E-03, 7.243822E-01, 9.147267E+00, 1.061791E+03
  4850, 5.638804E-05, 1.428618E-03, 7.244737E-01, 9.151661E+00, 1.062582E+03
  4860, 5.639167E-05, 1.429404E-03, 7.245577E-01, 9.156029E+00, 1.063371E+03
  4870, 5.639686E-05, 1.430079E-03, 7.246383E-01, 9.160581E+00, 1.064208E+03
  4880, 5.639460E-05, 1.430610E-03, 7.246903E-01, 9.164624E+00, 1.064891E+03
  4890, 5.639744E-05, 1.431624E-03, 7.247258E-01, 9.168748E+00, 1.065575E+03
  4900, 5.639961E-05, 1.432220E-03, 7.247926E-01, 9.172913E+00, 1.066284E+03
  4910, 5.640168E-05, 1.433018E-03, 7.248423E-01, 9.176939E+00, 1.066969E+03
  4920, 5.640407E-05, 1.433794E-03, 7.248847E-01, 9.180886E+00, 1.067631E+03
  4930, 5.640672E-05, 1.434241E-03, 7.249228E-01, 9.184909E+00, 1.068307E+03
  4940, 5.640913E-05, 1.434923E-03, 7.249711E-01, 9.188883E+00, 1.068978E+03
  4950, 5.641409E-05, 1.435878E-03, 7.250142E-01, 9.192851E+00, 1.069638E+03
  4960, 5.641529E-05, 1.436361E-03, 7.250996E-01, 9.196833E+00, 1.070324E+03
  4970, 5.641474E-05, 1.437140E-03, 7.251373E-01, 9.200636E+00, 1.070935E+03
  4980, 5.641452E-05, 1.437810E-03, 7.251620E-01, 9.204294E+00, 1.071510E+03
  4990, 5.641511E-05, 1.438135E-03, 7.252009E-01, 9.208003E+00, 1.072108E+03
  5000, 5.641542E-05, 1.439071E-03, 7.252069E-01, 9.211431E+00, 1.072595E+03
  5010, 5.641496E-05, 1.439876E-03, 7.252124E-01, 9.214891E+00, 1.073092E+03
  5020, 5.641411E-05, 1.440393E-03, 7.252117E-01, 9.218184E+00, 1.073555E+03
  5030, 5.641293E-05, 1.441209E-03, 7.252004E-01, 9.221371E+00, 1.073980E+03
  5040, 5.641168E-05, 1.441627E-03, 7.252138E-01, 9.224341E+00, 1.074364E+03
  5050, 5.640977E-05, 1.442499E-03, 7.251897E-01, 9.227247E+00, 1.074688E+03
  5060, 5.640943E-05, 1.443559E-03, 7.251225E-01, 9.230078E+00, 1.074981E+03
  5070, 5.640944E-05, 1.444193E-03, 7.251312E-01, 9.232816E+00, 1.075299E+03
  5080, 5.642496E-05, 1.445565E-03, 7.252115E-01, 9.237606E+00, 1.076294E+03
  5090, 5.642410E-05, 1.447056E-03, 7.251184E-01, 9.239060E+00, 1.076139E+03
  5100, 5.679018E-05, 1.448993E-03, 7.263321E-01, 9.259723E+00, 1.082724E+03
  5110, 5.624583E-05, 1.447199E-03, 7.255282E-01, 9.251634E+00, 1.078577E+03
  5120, 5.627196E-05, 1.447343E-03, 7.249121E-01, 9.245962E+00, 1.076301E+03
  5130, 5.640150E-05, 1.448105E-03, 7.248428E-01, 9.248571E+00, 1.076775E+03
  5140, 5.645642E-05, 1.448577E-03, 7.249935E-01, 9.253149E+00, 1.077766E+03
  5150, 5.645619E-05, 1.449290E-03, 7.250641E-01, 9.257375E+00, 1.078530E+03
  5160, 5.645632E-05, 1.450160E-03, 7.250995E-01, 9.261307E+00, 1.079205E+03
  5170, 5.644363E-05, 1.451431E-03, 7.250990E-01, 9.264466E+00, 1.079605E+03
  5180, 5.644919E-05, 1.451665E-03, 7.251506E-01, 9.267972E+00, 1.080145E+03
  5190, 5.642461E-05, 1.452130E-03, 7.250813E-01, 9.270438E+00, 1.080305E+03
  5200, 5.639573E-05, 1.452525E-03, 7.249652E-01, 9.271287E+00, 1.079988E+03
  5210, 5.640348E-05, 1.453429E-03, 7.248389E-01, 9.272765E+00, 1.079895E+03
  5220, 5.640145E-05, 1.454271E-03, 7.246966E-01, 9.274432E+00, 1.079839E+03
  5230, 5.640563E-05, 1.454686E-03, 7.246611E-01, 9.276118E+00, 1.079834E+03
  5240, 5.642003E-05, 1.455199E-03, 7.245970E-01, 9.278519E+00, 1.080057E+03
  5250, 5.642770E-05, 1.455991E-03, 7.245726E-01, 9.281172E+00, 1.080344E+03
  5260, 5.642373E-05, 1.456671E-03, 7.244923E-01, 9.283495E+00, 1.080500E+03
  5270, 5.642015E-05, 1.457480E-03, 7.244669E-01, 9.285873E+00, 1.080693E+03
  5280, 5.641297E-05, 1.457831E-03, 7.244102E-01, 9.287736E+00, 1.080711E+03
  5290, 5.641052E-05, 1.458350E-03, 7.243397E-01, 9.289827E+00, 1.080807E+03
  5300, 5.641450E-05, 1.459091E-03, 7.242452E-01, 9.291669E+00, 1.080839E+03
  5310, 5.639873E-05, 1.460002E-03, 7.241212E-01, 9.292992E+00, 1.080675E+03
  5320, 5.640571E-05, 1.460653E-03, 7.240368E-01, 9.294729E+00, 1.080680E+03
  5330, 5.639370E-05, 1.461276E-03, 7.238991E-01, 9.295736E+00, 1.080433E+03
  5340, 5.641071E-05, 1.461935E-03, 7.238338E-01, 9.297677E+00, 1.080532E+03
  5350, 5.640498E-05, 1.462988E-03, 7.237664E-01, 9.299660E+00, 1.080585E+03
  5360, 5.637207E-05, 1.463528E-03, 7.235683E-01, 9.299738E+00, 1.080004E+03
  5370, 5.640703E-05, 1.464190E-03, 7.234922E-01, 9.301664E+00, 1.080143E+03
  5380, 5.642355E-05, 1.465139E-03, 7.234663E-01, 9.304484E+00, 1.080500E+03
  5390, 5.641233E-05, 1.465801E-03, 7.234595E-01, 9.307031E+00, 1.080751E+03
  5400, 5.638972E-05, 1.466210E-03, 7.232712E-01, 9.307726E+00, 1.080372E+03
  5410, 5.639318E-05, 1.467258E-03, 7.231744E-01, 9.308909E+00, 1.080224E+03
  5420, 5.635586E-05, 1.467770E-03, 7.229384E-01, 9.308382E+00, 1.079456E+03
  5430, 5.637939E-05, 1.468494E-03, 7.228836E-01, 9.310563E+00, 1.079627E+03
  5440, 5.641461E-05, 1.469274E-03, 7.228792E-01, 9.313507E+00, 1.080068E+03
  5450, 5.639883E-05, 1.469842E-03, 7.227568E-01, 9.314868E+00, 1.079955E+03
  5460, 5.639519E-05, 1.470832E-03, 7.227197E-01, 9.316946E+00, 1.080070E+03
  5470, 5.639975E-05, 1.471261E-03, 7.226275E-01, 9.318371E+00, 1.079988E+03
  5480, 5.645920E-05, 1.472097E-03, 7.226949E-01, 9.322489E+00, 1.080931E+03
  5490, 5.634195E-05, 1.472931E-03, 7.223780E-01, 9.320446E+00, 1.079490E+03
  5500, 5.635146E-05, 1.473734E-03, 7.221280E-01, 9.320239E+00, 1.078886E+03
  5510, 5.637992E-05, 1.474026E-03, 7.222001E-01, 9.323662E+00, 1.079493E+03
  5520, 5.646747E-05, 1.475015E-03, 7.221979E-01, 9.326398E+00, 1.079979E+03
  5530, 5.644166E-05, 1.475882E-03, 7.221036E-01, 9.328425E+00, 1.080106E+03
  5540, 5.632523E-05, 1.476304E-03, 7.218347E-01, 9.326773E+00, 1.078824E+03
  5550, 5.655930E-05, 1.477161E-03, 7.219420E-01, 9.331519E+00, 1.080072E+03
  5560, 5.649236E-05, 1.478216E-03, 7.222479E-01, 9.338967E+00, 1.082052E+03
  5570, 5.623398E-05, 1.478620E-03, 7.216437E-01, 9.332782E+00, 1.078992E+03
  5580, 5.635200E-05, 1.479708E-03, 7.216308E-01, 9.336225E+00, 1.079774E+03
  5590, 5.623739E-05, 1.479789E-03, 7.211302E-01, 9.330760E+00, 1.077261E+03
  5600, 5.637637E-05, 1.480860E-03, 7.211123E-01, 9.333861E+00, 1.077997E+03
  5610, 5.633792E-05, 1.481297E-03, 7.209859E-01, 9.334166E+00, 1.077474E+03
  5620, 5.632570E-05, 1.482460E-03, 7.209055E-01, 9.336120E+00, 1.077617E+03
  5630, 5.657797E-05, 1.483507E-03, 7.212224E-01, 9.343794E+00, 1.079724E+03
  5640, 5.626966E-05, 1.484086E-03, 7.209554E-01, 9.342471E+00, 1.078495E+03
  5650, 5.637814E-05, 1.484740E-03, 7.208770E-01, 9.343910E+00, 1.078733E+03
  5660, 5.627022E-05, 1.485273E-03, 7.202788E-01, 9.338162E+00, 1.076069E+03
  5670, 5.650359E-05, 1.486020E-03, 7.207025E-01, 9.347026E+00, 1.078869E+03
  5680, 5.630225E-05, 1.486590E-03, 7.204300E-01, 9.346158E+00, 1.077583E+03
  5690, 5.648794E-05, 1.487383E-03, 7.205711E-01, 9.351018E+00, 1.079106E+03
